NAME,yyyymmddhh,PS01,PS02,TX01,TX05,RH01,RH02,WD01,WD02,PP01,PP02,RI,RI_pre
WP03,1990051606,0,0,0,0,0,0,0,0,0,0,30,30
WP07,1990062318,0,0,15.8,15.6,99,0,0,0,24,0,30,30
WP09,1990072618,0,0,0,0,0,0,0,0,0.1,0,35,50
WP09,1990072700,0,0,0,0,0,0,0,0,0,0,40,40
WP20,1990091500,0,0,0,0,0,0,0,0,0,0,35,55
WP20,1990091506,0,0,0,0,0,0,0,0,0.2,0,45,50
WP20,1990091512,0,0,0,0,0,0,0,0,0,0,55,35
WP20,1990091518,0,0,0,0,0,0,0,0,0,0,50,30
WP27,1990110800,0,0,0,0,0,0,0,0,0,0,35,45
WP27,1990110806,0,0,0,0,0,0,0,0,0,0,40,45
WP27,1990110812,0,0,0,0,0,0,0,0,0,0,45,40
WP27,1990110818,0,0,0,0,0,0,0,0,0,0,45,40
WP27,1990110900,0,0,0,0,0,0,0,0,0,0,40,45
WP27,1990110906,0,0,0,0,0,0,0,0,0,0,40,50
WP27,1990110912,0,0,0,0,0,0,0,0,0,0,45,40
WP27,1990110918,0,0,0,0,0,0,0,0,0,0,50,30
WP29,1990112406,0,0,0,0,0,0,0,0,0,0,30,40
WP29,1990112412,0,0,0,0,0,0,0,0,0,0,45,35
WP29,1990112418,0,0,0,0,0,0,0,0,0,0,40,30
WP04,1991050806,0,0,0,0,0,0,0,0,0,0,40,45
WP04,1991050812,0,0,0,0,0,0,0,0,0,0,45,40
WP05,1991061218,0,0,0,0,0,0,0,0,0,0,40,40
WP05,1991061300,0,0,0,0,0,0,0,0,0,0,40,30
WP07,1991071612,0,0,0,0,0,0,0,0,0,0,30,45
WP07,1991071618,0,0,0,0,0,0,0,0,0,0,35,50
WP07,1991071700,0,0,0,0,0,0,0,0,0.7,0,45,50
WP07,1991071706,0,0,0,0,0,0,0,0,0.3,0,50,35
WP19,1991091112,0,0,0,0,0,0,0,0,0,0,30,35
WP21,1991091512,0,0,0,0,0,0,0,0,0,0,35,30
WP22,1991092012,0,0,0,0,0,0,0,0,0,0,35,45
WP22,1991092018,0,0,0,0,0,0,0,0,0,0,40,40
WP23,1991100512,0,0,0,0,0,0,0,0,0,0,30,40
WP23,1991100518,0,0,0,0,0,0,0,0,0,0,35,35
WP24,1991100606,0,0,0,0,0,0,0,0,0,0,30,50
WP24,1991100612,0,0,0,0,0,0,0,0,0,0,40,50
WP24,1991100618,0,0,0,0,0,0,0,0,0,0,50,45
WP24,1991100700,0,0,0,0,0,0,0,0,0,0,50,30
WP25,1991102118,0,0,0,0,0,0,0,0,0.6,0,30,50
WP25,1991102200,0,0,0,0,0,0,0,0,0,0,40,55
WP25,1991102206,0,0,0,0,0,0,0,0,0,0,50,55
WP25,1991102212,0,0,0,0,0,0,0,0,0,0,55,45
WP25,1991102218,0,0,0,0,0,0,0,0,0,0,55,35
WP26,1991110200,0,0,0,0,0,0,0,0,0,0,35,55
WP26,1991110206,0,0,0,0,0,0,0,0,0,0,45,55
WP26,1991110212,0,0,0,0,0,0,0,0,0,0,55,40
WP30,1991112400,0,0,0,0,0,0,0,0,0,0,30,40
WP30,1991112406,0,0,0,0,0,0,0,0,0,0,35,40
WP30,1991112412,0,0,0,0,0,0,0,0,0,0,40,40
WP30,1991112418,0,0,0,0,0,0,0,0,0,0,40,35
WP30,1991112500,0,0,0,0,0,0,0,0,0,0,40,30
WP30,1991112506,0,0,0,0,0,0,0,0,0,0,35,30
WP30,1991112512,0,0,0,0,0,0,0,0,0,0,30,30
WP30,1991112518,0,0,0,0,0,0,0,0,0,0,30,30
WP02,1992062406,0,0,0,0,0,0,0,0,0,0,30,30
WP02,1992062412,0,0,0,0,0,0,0,0,0,0,30,30
WP02,1992062418,0,0,0,0,0,0,0,0,0,0,30,30
WP02,1992062500,0,0,0,0,0,0,0,0,0,0,30,40
WP02,1992062506,0,0,0,0,0,0,0,0,0,0,30,45
WP02,1992062512,0,0,0,0,0,0,0,0,0,0,40,35
WP05,1992070912,0,0,0,0,0,0,0,0,0,0,30,30
WP09,1992080218,0,0,0,0,0,0,0,0,0,0,30,30
WP10,1992080312,0,0,0,0,0,0,0,0,0,0,30,35
WP10,1992080318,0,0,0,0,0,0,0,0,0,0,35,45
WP10,1992080400,0,0,0,0,0,0,0,0,0,0,35,45
WP10,1992080406,0,0,0,0,0,0,0,0,0,0,45,40
WP10,1992080412,0,0,0,0,0,0,0,0,0,0,45,35
WP15,1992082706,0,0,0,0,0,0,0,0,0,0,30,35
WP15,1992082712,0,0,0,0,0,0,0,0,0,0,40,35
WP23,1992100900,0,0,0,0,0,0,0,0,0,0,30,40
WP23,1992100906,0,0,0,0,0,0,0,0,0,0,35,45
WP23,1992100912,0,0,0,0,0,0,0,0,0,0,40,45
WP23,1992100918,0,0,0,0,0,0,0,0,0,0,45,35
WP23,1992101212,0,0,0,0,0,0,0,0,0,0,40,30
WP28,1992110218,0,0,0,0,0,0,0,0,0,0,30,30
WP30,1992111800,0,0,0,0,0,0,0,0,0,0,30,35
WP30,1992111806,0,0,0,0,0,0,0,0,0,0,35,35
WP30,1992111812,0,0,0,0,0,0,0,0,0,0,35,35
WP32,1992111718,0,0,0,0,0,0,0,0,0,0,30,35
WP32,1992111800,0,0,0,0,0,0,0,0,0,0,30,30
WP32,1992111812,0,0,0,0,0,0,0,0,0,0,30,30
WP06,1993062206,0,0,0,0,0,0,0,0,0,0,35,50
WP06,1993062212,0,0,0,0,0,0,0,0,0,0,45,50
WP06,1993062218,0,0,0,0,0,0,0,0,0,0,50,40
WP13,1993080600,0,0,0,0,0,0,0,0,0,0,35,35
WP19,1993083100,0,0,0,0,0,0,0,0,0,0,30,40
WP19,1993083106,0,0,0,0,0,0,0,0,0,0,35,40
WP19,1993083112,0,0,0,0,0,0,0,0,0,0,40,40
WP19,1993083118,0,0,0,0,0,0,0,0,0,0,40,40
WP19,1993090100,0,0,0,0,0,0,0,0,0,0,40,30
WP23,1993092318,0,0,0,0,0,0,0,0,6.4,0,30,45
WP23,1993092400,0,0,0,0,0,0,0,0,0,0,40,40
WP23,1993092406,0,0,0,0,0,0,0,0,0,0,45,35
WP24,1993092406,0,0,0,0,0,0,0,0,0,0,30,35
WP24,1993092412,0,0,0,0,0,0,0,0,0,0,35,30
WP25,1993093012,0,0,0,0,0,0,0,0,0,0,30,30
WP25,1993093018,0,0,0,0,0,0,0,0,0,0,30,35
WP30,1993102906,0,0,0,0,0,0,0,0,0,0,35,40
WP30,1993102912,0,0,0,0,0,0,0,0,0,0,40,40
WP30,1993102918,0,0,0,0,0,0,0,0,0,0,40,40
